,created_at,positive,neutral,negative,count
4,2021-11-03 04,0.12736363636363637,0.8599090909090908,0.012636363636363638,11
5,2021-11-03 05,0.11280000000000001,0.8872,0.0,5
6,2021-11-03 06,0.0,1.0,0.0,1
7,2021-11-03 07,0.293,0.7070000000000001,0.0,2
8,2021-11-03 08,0.044000000000000004,0.956,0.0,3
9,2021-11-03 10,0.0,1.0,0.0,1
10,2021-11-03 11,0.018666666666666668,0.9813333333333333,0.0,3
11,2021-11-03 12,0.0535,0.88375,0.06275,4
12,2021-11-03 13,0.031999999999999994,0.9573,0.0107,10
13,2021-11-03 14,0.106,0.8875555555555555,0.006444444444444444,18
14,2021-11-03 15,0.12966666666666668,0.8703333333333334,0.0,9
15,2021-11-03 16,0.023642857142857143,0.9595714285714285,0.016785714285714286,14
16,2021-11-03 17,0.046181818181818185,0.9538181818181819,0.0,11
17,2021-11-03 18,0.02727272727272728,0.9727272727272727,0.0,11
18,2021-11-03 19,0.11192307692307693,0.8880769230769231,0.0,13
19,2021-11-03 20,0.05242857142857143,0.923,0.024499999999999997,14
20,2021-11-03 21,0.06838461538461539,0.894,0.03761538461538461,13
21,2021-11-03 22,0.13445454545454547,0.8655454545454546,0.0,11
22,2021-11-03 23,0.1322727272727273,0.8586363636363636,0.009090909090909092,11
0,2021-11-04 00,0.15560000000000002,0.7769999999999999,0.0672,5
1,2021-11-04 01,0.14394444444444446,0.8538333333333333,0.0022222222222222222,18
2,2021-11-04 02,0.03675,0.9514999999999999,0.011749999999999998,12
3,2021-11-04 03,0.1155,0.8845000000000001,0.0,10
4,2021-11-04 04,0.1022,0.8789999999999999,0.0188,10
5,2021-11-04 05,0.13416666666666666,0.8658333333333333,0.0,6
6,2021-11-04 06,0.0,1.0,0.0,1
7,2021-11-04 07,0.05833333333333333,0.9263333333333333,0.015666666666666666,3
8,2021-11-04 08,0.04416666666666667,0.9558333333333332,0.0,6
9,2021-11-04 09,0.056625,0.9245,0.018875,8
10,2021-11-04 10,0.11825000000000001,0.87,0.011749999999999998,12
11,2021-11-04 11,0.0,0.96675,0.03325,4
12,2021-11-04 12,0.10633333333333334,0.8936666666666666,0.0,9
